S/N,APPLICANT NAME,CERTIFICATE HOLDER,EQUIPMENT NAME,MODELS,MANUFACTURER
524,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL S23  MOBILE PHONE,S681LN,TECNO TECHNOLOGY SHENZHEN CO LTD,TECNO TECHNOLOGY SHENZHEN CO LTD
525,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX ZERO 30 5G MOBILE PHONE,X6731,TECNO TECHNOLOGY SHENZHEN CO LTD,TECNO TECHNOLOGY SHENZHEN CO LTD
526,CARLCARE DEVELOPMENT NIGERIA LIMITED,VILLAON V210 MOBILE PHONE,V210,TECNO TECHNOLOGY SHENZHEN CO LTD,TECNO TECHNOLOGY SHENZHEN CO LTD
527,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,VILLAON POCK1 MOBILE PHONE,Pock1,TECNO TECHNOLOGY SHENZHEN CO LTD
528,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,VILLAON V20 MOBILE PHONE,V20,TECNO TECHNOLOGY SHENZHEN CO LTD
529,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL FLIP 1 MOBILE PHONE,FLIP1,TECNO TECHNOLOGY SHENZHEN CO LTD
530,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL it5609 MOBILE PHONE,it5609,TECNO TECHNOLOGY SHENZHEN CO LTD
531,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A60s 4G MOBILE PHONE,A662LM,TECNO TECHNOLOGY SHENZHEN CO LTD
532,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL it6360 MOBILE PHONE,it6360,TECNO TECHNOLOGY SHENZHEN CO LTD
533,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL it6360 MOBILE PHONE,it6360N,TECNO TECHNOLOGY SHENZHEN CO LTD
534,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A05s 4G MOBILE PHONE,A663LC,TECNO TECHNOLOGY SHENZHEN CO LTD
535,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 8 MOBILE PHONE,BG6,TECNO TECHNOLOGY SHENZHEN CO LTD
536,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 20 S PRO 5G MOBILE PHONE,CK8nB,TECNO TECHNOLOGY SHENZHEN CO LTD
537,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX ZERO 30 MOBILE PHONE,X6731B,TECNO TECHNOLOGY SHENZHEN CO LTD
538,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A18s MOBILE PHONE,A513W,TECNO TECHNOLOGY SHENZHEN CO LTD
539,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TR109C 4G PORTABLE WIFI,TR109C,TECNO TECHNOLOGY SHENZHEN CO LTD
540,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL KID WATCH 1,IKW-31,TECNO TECHNOLOGY SHENZHEN CO LTD
541,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A70 4G MOBILE PHONE,A665L,TECNO TECHNOLOGY SHENZHEN CO LTD
542,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL it5082 MOBILE PHONE,it5082,TECNO TECHNOLOGY SHENZHEN CO LTD
543,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK 20 MOBILE PHONE,KJ5,TECNO TECHNOLOGY SHENZHEN CO LTD
544,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL P55 MOBILE PHONE,A666L,TECNO TECHNOLOGY SHENZHEN CO LTD
545,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL P55  MOBILE PHONE,P663L,TECNO TECHNOLOGY SHENZHEN CO LTD
546,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL it2176A MOBILE PHONE,it2176A,TECNO TECHNOLOGY SHENZHEN CO LTD
547,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL P55T MOBILE PHONE,P665L,TECNO TECHNOLOGY SHENZHEN CO LTD
548,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX HOT 40 Pro MOBILE PHONE,X6837,TECNO TECHNOLOGY SHENZHEN CO LTD
549,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX HOT 40i MOBILE PHONE,X6528,TECNO TECHNOLOGY SHENZHEN CO LTD
550,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK 20 Pro MOBILE PHONE,KJ6,TECNO TECHNOLOGY SHENZHEN CO LTD
551,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX HOT 40 MOBILE PHONE,X6836,TECNO TECHNOLOGY SHENZHEN CO LTD
552,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,VILLAON V112 MOBILE PHONE,V112,TECNO TECHNOLOGY SHENZHEN CO LTD
553,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK 20c MOBILE PHONE,BG7,TECNO TECHNOLOGY SHENZHEN CO LTD
554,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL S24 MOBILE PHONE,S667LN,TECNO TECHNOLOGY SHENZHEN CO LTD
555,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX SMART 8 Plus MOBILE PHONE,X6526,TECNO TECHNOLOGY SHENZHEN CO LTD
556,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX SMART 8 MOBILE PHONE,X6525,TECNO TECHNOLOGY SHENZHEN CO LTD
557,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 30 MOBILE PHONE,CL6K,TECNO TECHNOLOGY SHENZHEN CO LTD
558,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO T315 MOBILE PHONE,T315,TECNO TECHNOLOGY SHENZHEN CO LTD
559,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX GT 20 Pro MOBILE PHONE,X6871,TECNO TECHNOLOGY SHENZHEN CO LTD
560,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX NOTE 40 Pro Mobile Telephone,X6850,TECNO TECHNOLOGY SHENZHEN CO LTD
561,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX NOTE 40 Pro+ 5G MOBILE PHONE,X6851B,TECNO TECHNOLOGY SHENZHEN CO LTD
562,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX SMART 8 MOBILE PHONE,X6525D,TECNO TECHNOLOGY SHENZHEN CO LTD
563,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A50 4G MOBILE PHONE,A667L,TECNO TECHNOLOGY SHENZHEN CO LTD
564,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL it5362 MOBILE PHONE,it5362,TECNO TECHNOLOGY SHENZHEN CO LTD
565,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL it9020 MOBILE PHONE,it9020,TECNO TECHNOLOGY SHENZHEN CO LTD
566,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL P55 5G MOBILE PHONE,P661N,TECNO TECHNOLOGY SHENZHEN CO LTD
567,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,PHILIPS ESSENCE 10 MOBILE PHONE,S6210,TECNO TECHNOLOGY SHENZHEN CO LTD
568,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,PHILIPS Fun 100 MOBILE PHONE,E2106,TECNO TECHNOLOGY SHENZHEN CO LTD
569,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,PHILIPS Omni 10 MOBILE PHONE,S7710,TECNO TECHNOLOGY SHENZHEN CO LTD
570,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,PHILIPS Xenium 210 MOBILE PHONE,E2230,TECNO TECHNOLOGY SHENZHEN CO LTD
571,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 30 PREMIER 5G MOBILE PHONE,CL9,TECNO TECHNOLOGY SHENZHEN CO LTD
572,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 8 MOBILE TELEPHONE,BG6m,TECNO TECHNOLOGY SHENZHEN CO LTD
573,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,VILLAON V20 SE MOBILE TELEPHONE,V501W,TECNO TECHNOLOGY SHENZHEN CO LTD
574,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,VILLAON V211 MOBILE PHONE,V211,TECNO TECHNOLOGY SHENZHEN CO LTD
575,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,VILLAON V30 MOBILE PHONE,V30,TECNO TECHNOLOGY SHENZHEN CO LTD
576,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO MOBILE PHONE,CC7,TECNO TECHNOLOGY (SHENZHEN) CO. LTD
577,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,INFINIX MOBILE PHONE,INFINIX X650( HOT8 LITE),TECNO TECHNOLOGY SHENZHEN CO. LTD
578,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,INFINIX MOBILE PHONE,INFINIX X652,TECNO TECHNOLOGY SHENZHEN CO. LTD
579,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO AND INFINIX  MOBILE PHONE,INFINIX X652A | INFINIX X652B | INFINIX X652C | INFINIX X650D | TECNO BB2 | TECNO BB4,TECNO TECHNOLOGY SHENZHEN CO. LTD
580,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,INFINIX MOBILE PHONE,INFINIX X690 ( NOTE 7) |  INFINIX X690B (NOTE 7),TECNO TECHNOLOGY SHENZHEN CO. LTD
581,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO AND INFINIX  MOBILE PHONE,INIFINIX X653C (SMART 4,SHENZHEN TECHNO TECHNOLOGY CO. LIMITED
582,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO AND INFINIX  MOBILE PHONE,INIFINIX X660C (S5PRO),SHENZHEN TECHNO TECHNOLOGY CO. LIMITED
583,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,ITEL,ITEL 6320,TECNO TECHNOLOGY SHENZHEN CO. LTD
584,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,ITEL,ITEL A16 PLUS,TECNO TECHNOLOGY SHENZHEN CO. LTD
585,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,ITEL,ITEL W5005(P15),TECNO TECHNOLOGY SHENZHEN CO. LTD
586,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO MOBILE PHONE,TECNO CAMON 12 PRO (CC9) & ITEL W6002E (S15),TECNO TECHNOLOGY SHENZHEN CO. LTD
587,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO AND INFINIX  MOBILE PHONE,TECNO CD7 (CAMON 15),TECNO TECHNOLOGY SHENZHEN CO. LTD
588,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO  MOBILE PHONE,TECNO CD8J (CAMON 15 PREMIER) AND TECNO KD7H (SPARK 5),TECNO TECHNOLOGY SHENZHEN CO. LTD
589,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO MOBILE PHONE,TECNO KC6 (SPARKLE 4 AIR)  | TECNO CC6( CAMON 12 AIR),TECNO TECHNOLOGY SHENZHEN CO. LTD
590,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO MOBILE PHONE,TECNO KC8 (SPARKLE 4)  | TECNO LB8A (POUVIOIR 3),TECNO TECHNOLOGY SHENZHEN CO. LTD
591,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO AND INFINIX  MOBILE PHONE,"TECNO T662, INFINIX X653 (SMART 1)",TECNO TECHNOLOGY SHENZHEN CO. LTD
592,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,INFINIX MOBILE PHONE,X660B(S5 PRO) | NOTE 7 LITE(X656),TECNO TECHNOLOGY SHENZHEN CO. LTD
593,CAUSEWAY PETROLEUM AND CHEMICALS NIG. LIMITED,CAUSEWAY PETROLEUM AND CHEMICALS NIG. LIMITED,NOKIA CDMA HANDSET,6235 (CDMA),NOKIA CORPORATION
594,Causeway Petroleum and Chemicals Nig. Limited,Causeway Petroleum and Chemicals Nig. Limited,Nokia CDMA Handset,6235 (CDMA),Nokia Corporation
595,CELLIT NIGERIA LIMITED,CELLIT NIGERIA LIMITED,PHILLIPS GSM HANDSET,X710 (GSM),PHILLIPS
596,Cellit Nigeria Limited,Cellit Nigeria Limited,Phillips GSM Handset,X710 (GSM),PHILLIPS
597,CELLIVOX NIGERIA LIMITED,CELLIVOX NIGERIA LIMITED,VESTEL MOBILE PHONE,"E2 PLUS DUAL, E2 LIGHT DUAL",VESTEL INTERNATIONAL CO.
598,CERETRONIC GLOBAL SERVICES LIMITED,CELKON IMPEX PVT LTD,CELKON GSM MOBILE PHONE,"C9(JUMBO), A35K(CAMPUS), Q455(MILLENNIA)",CELKON IMPEX PVT LTD
599,Channel Information Technology Nigeria Limited.,Channel Information Technology Nigeria Limited.,Apple IPAD (32G).,A1337 (WiFi 3G ),Apple Inc.
600,CHEROXY COMMUNICATION VENTURE,CHEROXY COMMUNICATIONS VENTURES,MOBILE PHONE,DOOGEE X50 |DOOGEE X60 | DOOGEE X70,SHENZHEN KVD COMMUNICATION EQUIPMENT LIMITED
601,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,CISCO Security Appliance,FPR-C9300,CISCO
602,COMANE SERVICES LIMITED,NOVATEL INC.,RTK RECEIVE ONLY RADIO MODULE,450-CGR,NOVATEL INC.
603,Comane Services Limited,YOU TEC LTD,SMARTPHONE,X3,YOU TEC LTD
604,COMANE SERVICES LIMITED,LOGITECH EUROPE S. A.,CAMERA AND SPEAKERPHONE UNIT,VR0019,LOGITECH EUROPE S. A.
605,COMANE SERVICES LIMITED,LOGITECH EUROPE S.A.,CAMERA AND SPEAKERPHONE,VR0020,LOGITECH EUROPE S.A.
606,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,M2402,"SHENZHEN HONA TELECOM DEVELOPMENT CO., LTD"
607,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,K9,"SPROCOMM TECHNOLOGIES CO., LTD"
608,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,MOBILE PHONES,"A4001, K2801","SPROCOMM TECHNOLOGIES CO., LTD"
609,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,A4501,"SHENZHEN FORTUNESHIP TECHNOLOGY CO., LTD"
610,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONE,F1100,"HUIZHOU MIKI COMMUNICATION EQUIPMENT CO., LTD"
611,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,"F180, F280","AMER MOBILE C. LTD., SHENZHEN, CHINA"
612,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,"F1802, K1803, F1801",FORTUNE SHIP TECHNOLOGY(HK) LIMITED
613,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,F181,LENSUN COMMUNICATION TECHNOLOGY LIMITED
614,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,FERO  A4502,"SPROCOMM TECHNOLOGIES CO., LTD"
615,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONE,FERO A4001 PLUS,"SPROCOMM TECHNOLOGIES CO., LIMITED"
616,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONE,FERO A4503,"SPROCOMM TECHNOLOGIES CO., LIMITED"
617,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,FERO A5001,FORTUNE SHIP TECHNOLOGY(HK) LIMITED
618,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONE,FERO A5005,"SHENZHEN VSUN COMMUNICATION TECHNOLOGY CO.,LTD"
619,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,FERO F240,"POWERLAND CO., LTD"
620,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,FERO IRIS,SHANGHAI TECHAIN ELECTRONICS TECHNOLOGY CO LTD
621,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,"FERO K9, FERO PACE, FERO ROYALE A1, FERO F1801, FERO L100, FERO POWER 2",GREATWELL COMPUTER INDUSTRIAL SHENZHEN CO.
622,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,FERO MEGA,"SPROCOMM TECHNOLOGIES CO., LTD"
623,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,FERO SUPREME,"AMER MOBILE C. LTD., SHENZHEN, CHINA"
624,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,K2401,"SPROCOMM TECHNOLOGIES CO., LTD"
625,Comneo Networks Nig. Ltd,Comneo Networks Nig. Ltd,Fero Mobile Phones,K9,"Sprocomm Technologies CO., Ltd"
626,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONE,PACE 2,"HUIZHOU MIKI COMMUNICATION EQUIPMENT CO., LTD"
627,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONE,POWER 3,"HUIZHOU MIKI COMMUNICATION EQUIPMENT CO., LTD"
628,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO 4G MOBILE PHONES,"ROYALE X1, ROYALE J1, ROYALE Y1","SHENZHEN KONKA TELECOMMUNICATIONS CO., LTD"
629,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONE,ROYALE Y2,"HUIZHOU MIKI COMMUNICATION EQUIPMENT CO., LTD"
630,COMNEO NETWORKS NIG. LTD,COMNEO NETWORKS NIG. LTD,FERO MOBILE PHONES,"ZOOM-LTE, FERO POWER",FORTUNE SHIP TECHNOLOGY(HK) LIMITED
631,Daewoo,Daewoo,Daewoo Mobile Phone,600,Daewoo
632,Daewoo,Daewoo,Daewoo Mobile Phone,DW 2500,Daewoo
633,Datawind,Datawind,Pocket Surfer 2,DW?RC 04,Datawind
634,DAZZLES INTEGRATED SERVICES,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE MOBILE PHONE (MARKETING NAME  S12),H601 (S12),GIONEE COMMUNICATIONS EQUIPMENT CO. LTD
635,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE GSM MOBILE PHONE,(GIONEE P12),GIONEE COMMUNICATIONS EQUIPMENT CO. LTD
636,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,REDMI 10 MOBILE PHONE,2106119AG,XIAOMI COMMUNICATIONS CO LTD
637,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,XIAOMI 11T PRO MOBILE PHONE,2107113SG,XIAOMI COMMUNICATIONS CO LTD
638,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,REDMI NOTE 11 PRO  5G,21091116UG,XIAOMI COMMUNICATIONS CO LTD
639,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,REDMI NOTE 11 PRO,2201116TG,XIAOMI
640,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,POCO M4 PRO,2201117PG,XIAOMI COMMUNICATIONS CO LTD
641,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,REDMI NOTE 11S,2201117SG,XIAOMI COMMUNICATIONS CO LTD
642,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,REDMI NOTE 11,2201117TG,"XIAOMI COMMUNICATIONS CO, LTD"
643,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,XIAOMI 12 PRO,2201122G,XIAOMI COMMUNICATIONS CO LTD
644,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,REDMI 10A,220233L2G,"XIAOMI COMMUNICATIONS CO, LTD"
645,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,REDMI 10C,220333QAG,XIAOMI COMMUNICATIONS CO LTD
646,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,POCO C40 MOBILE PHONE,220333QPG,"XIAOMI COMMUNICATIONS CO., LTD"
647,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,POCO M5 MOBILE PHONE,22071219CG,"XIAOMI COMMUNICATIONS CO, LTD"
648,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,REDMI A1  MOBILE PHONE,220733SFG,"XIAOMI COMMUNICATIONS CO., LTD."
649,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,XIAOMI 12T PRO MOBILE PHONE,22081212UG,XIAOMI COMMUNICATIONS CO LTD
650,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE GSM MOBILE PHONES,CTRV4,GIONEE COMMUNICATION EQUIPMENT CO LTD
651,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE COMMUNICATION EQUIPMENT CO LTD,GIONEE GSM MOBILE PHONE,DREAM D1,GIONEE COMMUNICATION EQUIPMENT CO LTD
652,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE COMMUNICATION EQUIPMENT CO LTD,GINOEE ELIFE MOBILE PHONE,E3,GIONEE COMMUNICATION EQUIPMENT CO LTD
653,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE COMMUNICATION EQUIPMENT CO. LTD,GIONEE ELIFE E5 MOBILE PHONE,E5,GIONEE EQUIPMENT MANUFACTURING COMPANY
654,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE COMMUNICATION EQUIPMENT CO. LTD,GIONEE ELIFE E6 MOBILE PHONE,E6,GIONEE EQUIPMENT MANUFACTURING COMPANY
655,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE E-LIFE,E7,GIONEE COMMUNICATION EQUIPMENT CO.
656,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE COMMUNICATION EQUIPMENT CO. LTD,GIONEE MOBILE PHONE,G2,GIONEE COMMUNICATION EQUIPMENT CO. LTD
657,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE MOBILE PHONE,GIONEE M15,KINGCOME (HK) TECHNOLOGY LIMITED
658,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,"GIONEE S5.1,  GIONEE M3 SMART PHONES","GIONEE M3 , GIONEE ELIFE S5.1","GIONEE COMMUNICATIONS EQUIPMENT CO.,LTD"
659,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE GSM MOBILE PHONE,GIONEE M7 POWER,"GIONEE COMMUNICATIONS EQUIPMENT CO.,LTD"
660,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE P15 MOBILE PHONE,GIONEE P15,GIONEE
661,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE MOBILE PHONE,GIONEE P15 PRO,KINGCOME (HK) TECHNOLOGY LIMITED
662,DAZZLES INTEGRATED SERVICES LIMITED,DAZZLES INTEGRATED SERVICES LIMITED,GIONEE MOBILE PHONE,"GIONEE S20, L300, AND M20","GIONEE COMMUNICATIONS EQUIPMENT CO., LTD"
